"Area Name","Area Type","Year","Month","Seasonally Adjusted(Y/N)","Status","Labor Force","Employment","Unemployment","Unemployment Rate"
"Oakdale city","Sub-County Place","2012","Annual","N","Final","9800","8600","1200","12.3"
"Oakhurst CDP","Sub-County Place","2012","Annual","N","Final","1000","900","200","15.1"
"Oakland city","Sub-County Place","2012","Annual","N","Final","207000","184600","22400","10.8"
"Oakley city","Sub-County Place","2012","Annual","N","Final","18200","16200","2000","11.2"
"Oak Park CDP","Sub-County Place","2012","Annual","N","Final","7900","7200","600","8.2"
"Oak View CDP","Sub-County Place","2012","Annual","N","Final","2600","2300","400","14.4"
"Occidental CDP","Sub-County Place","2012","Annual","N","Final","700","700","0","1.2"
"Oceano CDP","Sub-County Place","2012","Annual","N","Final","3700","3500","200","5.6"
"Oceanside city","Sub-County Place","2012","Annual","N","Final","81600","73900","7800","9.5"
"Oildale CDP","Sub-County Place","2012","Annual","N","Final","14700","12400","2300","15.5"
"Ojai city","Sub-County Place","2012","Annual","N","Final","3700","3200","500","12.3"
"Olancha CDP","Sub-County Place","2012","Annual","N","Final","110","110","0","0"
"Olivehurst CDP","Sub-County Place","2012","Annual","N","Final","5700","4600","1100","19.6"
"Ontario city","Sub-County Place","2012","Annual","N","Final","79100","69900","9200","11.6"
"Onyx CDP","Sub-County Place","2012","Annual","N","Final","200","200","100","26.4"
"Orange city","Sub-County Place","2012","Annual","N","Final","71400","66000","5400","7.6"
"Orange Cove city","Sub-County Place","2012","Annual","N","Final","3800","3000","800","20.9"
"Orangevale CDP","Sub-County Place","2012","Annual","N","Final","16900","14900","2000","11.7"
"Orcutt CDP","Sub-County Place","2012","Annual","N","Final","13800","12700","1100","8.1"
"Orinda city","Sub-County Place","2012","Annual","N","Final","8300","8000","400","4.4"
"Orland city","Sub-County Place","2012","Annual","N","Final","3210","2640","570","17.8"
"Oroville city","Sub-County Place","2012","Annual","N","Final","6400","5500","900","14.1"
"Oroville East CDP","Sub-County Place","2012","Annual","N","Final","3800","3200","600","15.7"
"Oxnard city","Sub-County Place","2012","Annual","N","Final","100900","90700","10100","10"
"Pacheco CDP","Sub-County Place","2012","Annual","N","Final","2400","2000","300","13.5"
"Pacifica city","Sub-County Place","2012","Annual","N","Final","22300","21000","1400","6"
"Pacific Grove city","Sub-County Place","2012","Annual","N","Final","8700","8100","700","7.5"
"Pajaro CDP","Sub-County Place","2012","Annual","N","Final","1800","1200","500","30.4"
"Palermo CDP","Sub-County Place","2012","Annual","N","Final","1900","1500","400","18.9"
"Palmdale city","Sub-County Place","2012","Annual","N","Final","63800","54500","9200","14.5"
"Palm Desert city","Sub-County Place","2012","Annual","N","Final","21700","19900","1900","8.5"
"Palm Springs city","Sub-County Place","2012","Annual","N","Final","20600","18600","2000","9.8"
"Palo Alto city","Sub-County Place","2012","Annual","N","Final","33300","31400","1900","5.6"
"Palos Verdes Estates city","Sub-County Place","2012","Annual","N","Final","5500","5300","100","1.9"
"Paradise town","Sub-County Place","2012","Annual","N","Final","11100","9900","1200","10.8"
"Paramount city","Sub-County Place","2012","Annual","N","Final","24600","21500","3100","12.8"
"Parksdale CDP","Sub-County Place","2012","Annual","N","Final","900","800","200","18.6"
"Parkwood CDP","Sub-County Place","2012","Annual","N","Final","1000","1000","100","7.7"
"Parlier city","Sub-County Place","2012","Annual","N","Final","6700","5500","1200","17.7"
"Pasadena city","Sub-County Place","2012","Annual","N","Final","75100","67700","7400","9.8"
"Patterson city","Sub-County Place","2012","Annual","N","Final","9000","7700","1300","14.4"
"Paxton CDP","Sub-County Place","2012","Annual","N","Final","0","0","0","0"
"Penn Valley CDP","Sub-County Place","2012","Annual","N","Final","630","440","190","29.9"
"Perris city","Sub-County Place","2012","Annual","N","Final","28400","23700","4800","16.8"
"Petaluma city","Sub-County Place","2012","Annual","N","Final","30700","28500","2200","7"
"Pico Rivera city","Sub-County Place","2012","Annual","N","Final","29600","26600","3000","10.2"
"Piedmont city","Sub-County Place","2012","Annual","N","Final","5300","5000","300","5"
"Pine Mountain Club CDP","Sub-County Place","2012","Annual","N","Final","900","700","200","20.8"
"Pinole city","Sub-County Place","2012","Annual","N","Final","9500","8800","700","7.7"
"Piru CDP","Sub-County Place","2012","Annual","N","Final","800","700","100","13.7"
"Pismo Beach city","Sub-County Place","2012","Annual","N","Final","3900","3600","300","6.8"
"Pittsburg city","Sub-County Place","2012","Annual","N","Final","32000","28600","3500","10.8"
"Pixley CDP","Sub-County Place","2012","Annual","N","Final","1100","900","300","22.4"
"Placentia city","Sub-County Place","2012","Annual","N","Final","26100","23700","2300","9"
"Placerville city","Sub-County Place","2012","Annual","N","Final","4700","4000","600","13.8"
"Planada CDP","Sub-County Place","2012","Annual","N","Final","2400","1900","500","21.3"
"Pleasant Hill city","Sub-County Place","2012","Annual","N","Final","17600","16300","1300","7.6"
"Pleasanton city","Sub-County Place","2012","Annual","N","Final","35900","33400","2500","6.9"
"Plumas Eureka CDP","Sub-County Place","2012","Annual","N","Final","130","100","30","24.2"
"Plymouth city","Sub-County Place","2012","Annual","N","Final","480","420","70","14"
"Point Arena city","Sub-County Place","2012","Annual","N","Final","240","220","20","8.3"
"Point Reyes Station CDP","Sub-County Place","2012","Annual","N","Final","500","500","0","4.2"
"Pollock Pines CDP","Sub-County Place","2012","Annual","N","Final","2900","2600","300","9.9"
"Pomona city","Sub-County Place","2012","Annual","N","Final","66400","58300","8100","12.2"
"Poplar Cotton Center CDP","Sub-County Place","2012","Annual","N","Final","1000","800","200","20.3"
"Port Costa CDP","Sub-County Place","2012","Annual","N","Final","100","100","0","0"
"Porterville city","Sub-County Place","2012","Annual","N","Final","23500","19500","4000","17"
"Port Hueneme city","Sub-County Place","2012","Annual","N","Final","10200","8800","1400","13.5"
"Portola city","Sub-County Place","2012","Annual","N","Final","880","620","250","29"
"Poway city","Sub-County Place","2012","Annual","N","Final","25000","23500","1500","6.1"
"Prattville CDP","Sub-County Place","2012","Annual","N","Final","10","0","10","100"
"Prunedale CDP","Sub-County Place","2012","Annual","N","Final","10900","9600","1300","11.8"
"Quartz Hill CDP","Sub-County Place","2012","Annual","N","Final","4800","4100","700","14.7"
"Quincy CDP","Sub-County Place","2012","Annual","N","Final","650","610","40","6"
"Raisin City CDP","Sub-County Place","2012","Annual","N","Final","100","100","0","6.6"
"Ramona CDP","Sub-County Place","2012","Annual","N","Final","10400","9300","1100","10.9"
"Rancho Calaveras CDP","Sub-County Place","2012","Annual","N","Final","3230","2690","540","16.7"
"Rancho Cordova City","Sub-County Place","2012","Annual","N","Final","32600","28800","3800","11.8"
"Rancho Cucamonga city","Sub-County Place","2012","Annual","N","Final","87100","79500","7600","8.7"
"Rancho Mirage city","Sub-County Place","2012","Annual","N","Final","6500","5800","600","10.1"
"Rancho Murieta CDP","Sub-County Place","2012","Annual","N","Final","2900","2700","200","6.4"
"Rancho Palos Verdes city","Sub-County Place","2012","Annual","N","Final","18400","17400","1000","5.4"
"Rancho Santa Margarita city","Sub-County Place","2012","Annual","N","Final","26900","25600","1300","4.7"
"Rancho Tehama Reserve CDP","Sub-County Place","2012","Annual","N","Final","450","410","40","8.3"
"Randsburg CDP","Sub-County Place","2012","Annual","N","Final","0","0","0","0"
"Red Bluff city","Sub-County Place","2012","Annual","N","Final","5350","4560","790","14.7"
"Redding city","Sub-County Place","2012","Annual","N","Final","40100","34800","5300","13.3"
"Redlands city","Sub-County Place","2012","Annual","N","Final","32100","29900","2200","6.9"
"Redondo Beach city","Sub-County Place","2012","Annual","N","Final","39000","36300","2700","6.9"
"Redway CDP","Sub-County Place","2012","Annual","N","Final","300","300","0","8.9"
"Redwood City city","Sub-County Place","2012","Annual","N","Final","43800","41200","2600","6"
"Reedley city","Sub-County Place","2012","Annual","N","Final","11500","9800","1700","14.8"
"Rialto city","Sub-County Place","2012","Annual","N","Final","43100","37200","5900","13.7"
"Richgrove CDP","Sub-County Place","2012","Annual","N","Final","1300","1000","300","26.1"
"Richmond city","Sub-County Place","2012","Annual","N","Final","52500","47100","5500","10.4"
"Ridgecrest city","Sub-County Place","2012","Annual","N","Final","14200","12900","1300","9.1"
"Ridgemark CDP","Sub-County Place","2012","Annual","N","Final","1700","1500","200","10.6"
"Rio Dell city","Sub-County Place","2012","Annual","N","Final","1500","1300","200","13"
"Rio del Mar CDP","Sub-County Place","2012","Annual","N","Final","4600","4200","400","8.3"
"Rio Linda CDP","Sub-County Place","2012","Annual","N","Final","6400","5700","700","10.5"
"Rio Vista city","Sub-County Place","2012","Annual","N","Final","3000","2400","600","20.5"
"Ripon city","Sub-County Place","2012","Annual","N","Final","6700","6300","400","6.5"
"Riverbank city","Sub-County Place","2012","Annual","N","Final","11500","9800","1700","14.9"
"Riverdale CDP","Sub-County Place","2012","Annual","N","Final","1600","1300","300","18.2"
"Riverside city","Sub-County Place","2012","Annual","N","Final","141800","125800","16100","11.3"
"Rocklin city","Sub-County Place","2012","Annual","N","Final","29700","26900","2900","9.6"
"Rodeo CDP","Sub-County Place","2012","Annual","N","Final","4500","4000","400","9.9"
"Rohnert Park city","Sub-County Place","2012","Annual","N","Final","21800","19800","2000","9.3"
"Rolling Hills city","Sub-County Place","2012","Annual","N","Final","900","800","100","6.3"
"Rolling Hills Estates city","Sub-County Place","2012","Annual","N","Final","3400","3200","200","5.4"
"Rollingwood CDP","Sub-County Place","2012","Annual","N","Final","1100","1000","100","9.3"
"Romoland CDP","Sub-County Place","2012","Annual","N","Final","1000","800","100","15.2"
"Rosamond CDP","Sub-County Place","2012","Annual","N","Final","8700","7600","1200","13.4"
"Rosedale CDP","Sub-County Place","2012","Annual","N","Final","8500","7700","800","9.2"
"Rosemead city","Sub-County Place","2012","Annual","N","Final","25200","22000","3200","12.6"
"Rosemont CDP","Sub-County Place","2012","Annual","N","Final","11700","10300","1300","11.5"
"Roseville city","Sub-County Place","2012","Annual","N","Final","62400","56800","5600","9"
"Rossmoor CDP","Sub-County Place","2012","Annual","N","Final","5000","4800","200","4.8"
"Round Valley CDP","Sub-County Place","2012","Annual","N","Final","210","200","10","3.9"
"Rowland Heights CDP","Sub-County Place","2012","Annual","N","Final","24000","22500","1500","6.3"
"Running Springs CDP","Sub-County Place","2012","Annual","N","Final","2500","2300","200","8.7"
"Sacramento city","Sub-County Place","2012","Annual","N","Final","226500","201000","25500","11.3"
"St. Helena city","Sub-County Place","2012","Annual","N","Final","2800","2600","200","5.5"
"Salida CDP","Sub-County Place","2012","Annual","N","Final","7400","6700","700","9.8"
"Salinas city","Sub-County Place","2012","Annual","N","Final","78600","68900","9700","12.4"
"San Andreas CDP","Sub-County Place","2012","Annual","N","Final","1030","850","180","17.4"
"San Anselmo town","Sub-County Place","2012","Annual","N","Final","6800","6400","400","6"
"San Antonio Heights CDP","Sub-County Place","2012","Annual","N","Final","1900","1800","100","7.4"
"San Ardo CDP","Sub-County Place","2012","Annual","N","Final","300","200","100","24.5"
"San Bernardino city","Sub-County Place","2012","Annual","N","Final","82300","70300","12000","14.5"
"San Bruno city","Sub-County Place","2012","Annual","N","Final","24600","23100","1600","6.3"
"San Buenaventura (Ventura) city","Sub-County Place","2012","Annual","N","Final","57700","52300","5400","9.4"
"San Carlos city","Sub-County Place","2012","Annual","N","Final","16000","15000","1000","6.5"
"San Clemente city","Sub-County Place","2012","Annual","N","Final","31200","29100","2100","6.7"
"Sand City city","Sub-County Place","2012","Annual","N","Final","200","100","0","22.7"
"San Diego city","Sub-County Place","2012","Annual","N","Final","685300","624700","60600","8.8"
"San Dimas city","Sub-County Place","2012","Annual","N","Final","17000","15500","1500","8.7"
"San Fernando city","Sub-County Place","2012","Annual","N","Final","11400","9900","1500","12.8"
"San Francisco city","Sub-County Place","2012","Annual","N","Final","508000","473000","35000","6.9"
"San Gabriel city","Sub-County Place","2012","Annual","N","Final","20100","18700","1400","6.8"
"Sanger city","Sub-County Place","2012","Annual","N","Final","11700","9700","2000","16.9"
"San Jacinto city","Sub-County Place","2012","Annual","N","Final","18000","14900","3100","17.2"
"San Joaquin city","Sub-County Place","2012","Annual","N","Final","1200","1100","100","9.3"
"San Jose city","Sub-County Place","2012","Annual","N","Final","511700","466100","45600","8.9"
"San Juan Bautista city","Sub-County Place","2012","Annual","N","Final","1000","800","200","15.8"
"San Juan Capistrano city","Sub-County Place","2012","Annual","N","Final","17100","15600","1500","8.8"
"San Leandro city","Sub-County Place","2012","Annual","N","Final","45900","41500","4400","9.5"
"San Lorenzo CDP","Sub-County Place","2012","Annual","N","Final","12700","11200","1400","11.3"
"San Lucas CDP","Sub-County Place","2012","Annual","N","Final","100","100","0","30.3"
"San Luis Obispo city","Sub-County Place","2012","Annual","N","Final","24900","22700","2200","8.8"
"San Marcos city","Sub-County Place","2012","Annual","N","Final","38200","35400","2800","7.3"
"San Marino city","Sub-County Place","2012","Annual","N","Final","5500","5300","200","4.3"
"San Martin CDP","Sub-County Place","2012","Annual","N","Final","3800","3400","400","11.6"
"San Mateo city","Sub-County Place","2012","Annual","N","Final","57900","54200","3600","6.3"
"San Miguel CDP","Sub-County Place","2012","Annual","N","Final","1600","1400","200","12.8"
"San Pablo city","Sub-County Place","2012","Annual","N","Final","14000","12100","1900","13.7"
"San Rafael city","Sub-County Place","2012","Annual","N","Final","32100","30000","2100","6.7"
"San Ramon city","Sub-County Place","2012","Annual","N","Final","38200","35800","2400","6.2"
"Santa Ana city","Sub-County Place","2012","Annual","N","Final","158100","143600","14500","9.2"
"Santa Barbara city","Sub-County Place","2012","Annual","N","Final","50600","47100","3500","6.8"
"Santa Clara city","Sub-County Place","2012","Annual","N","Final","63000","58400","4600","7.2"
"Santa Clarita city","Sub-County Place","2012","Annual","N","Final","93200","83800","9400","10.1"
"Santa Cruz city","Sub-County Place","2012","Annual","N","Final","32700","29200","3500","10.8"
"Santa Fe Springs city","Sub-County Place","2012","Annual","N","Final","7500","6500","1000","12.9"
"Santa Maria city","Sub-County Place","2012","Annual","N","Final","47800","42900","4900","10.3"
"Santa Monica city","Sub-County Place","2012","Annual","N","Final","54300","49200","5100","9.4"
"Santa Paula city","Sub-County Place","2012","Annual","N","Final","14300","12600","1700","11.9"
"Santa Rosa city","Sub-County Place","2012","Annual","N","Final","84500","76000","8400","10"
"Santa Ynez CDP","Sub-County Place","2012","Annual","N","Final","2500","2400","100","4.1"
"Santee city","Sub-County Place","2012","Annual","N","Final","28500","25900","2600","9.1"
"Saratoga city","Sub-County Place","2012","Annual","N","Final","13900","13100","800","5.7"
"Sausalito city","Sub-County Place","2012","Annual","N","Final","4900","4600","400","7.4"
"Scotts Valley city","Sub-County Place","2012","Annual","N","Final","6300","5600","700","11"
"Seal Beach city","Sub-County Place","2012","Annual","N","Final","10000","9200","700","7.1"
"Searles Valley CDP","Sub-County Place","2012","Annual","N","Final","600","500","100","11.4"
"Seaside city","Sub-County Place","2012","Annual","N","Final","18200","16000","2200","12.1"
"Sebastopol city","Sub-County Place","2012","Annual","N","Final","4300","3900","300","7.8"
"Selma city","Sub-County Place","2012","Annual","N","Final","11300","9600","1700","15.3"
"Shafter city","Sub-County Place","2012","Annual","N","Final","7100","6300","800","11.5"
"Shandon CDP","Sub-County Place","2012","Annual","N","Final","600","500","100","13.2"
"Shasta Lake city","Sub-County Place","2012","Annual","N","Final","4000","3500","500","13.5"
"Shaver Lake CDP","Sub-County Place","2012","Annual","N","Final","300","300","0","11.1"
"Shingle Springs CDP","Sub-County Place","2012","Annual","N","Final","2600","2400","200","7.8"
"Shingletown CDP","Sub-County Place","2012","Annual","N","Final","800","700","100","9.4"
"Shoshone CDP","Sub-County Place","2012","Annual","N","Final","50","30","20","43.8"
"Sierra Madre city","Sub-County Place","2012","Annual","N","Final","5800","5300","400","7.4"
"Signal Hill city","Sub-County Place","2012","Annual","N","Final","6000","5300","700","12"
"Simi Valley city","Sub-County Place","2012","Annual","N","Final","69900","64200","5700","8.2"
"Solana Beach city","Sub-County Place","2012","Annual","N","Final","6800","6200","600","8.6"
"Soledad city","Sub-County Place","2012","Annual","N","Final","8400","7000","1300","16.1"
"Solvang city","Sub-County Place","2012","Annual","N","Final","2700","2400","300","10.4"
"Sonoma city","Sub-County Place","2012","Annual","N","Final","5100","4600","400","8.2"
"Sonora city","Sub-County Place","2012","Annual","N","Final","2300","2030","280","11.9"
"Soquel CDP","Sub-County Place","2012","Annual","N","Final","5400","4900","600","10.2"
"Soulsbyville CDP","Sub-County Place","2012","Annual","N","Final","900","720","180","20.4"
"South Dos Palos CDP","Sub-County Place","2012","Annual","N","Final","800","700","100","11.2"
"South El Monte city","Sub-County Place","2012","Annual","N","Final","8600","8100","500","6"
"South Gate city","Sub-County Place","2012","Annual","N","Final","43500","37300","6200","14.2"
"South Lake Tahoe city","Sub-County Place","2012","Annual","N","Final","11700","10300","1300","11.4"
"South Oroville CDP","Sub-County Place","2012","Annual","N","Final","2100","1800","300","15.8"
"South Pasadena city","Sub-County Place","2012","Annual","N","Final","14300","13200","1100","7.9"
"South San Francisco city","Sub-County Place","2012","Annual","N","Final","36100","33600","2500","6.9"
"South San Gabriel CDP","Sub-County Place","2012","Annual","N","Final","3700","3200","500","12.6"
"South San Jose Hills CDP","Sub-County Place","2012","Annual","N","Final","8400","7800","600","7.5"
"South Taft CDP","Sub-County Place","2012","Annual","N","Final","800","700","100","9.1"
"South Whittier CDP","Sub-County Place","2012","Annual","N","Final","28000","25400","2600","9.4"
"Spreckels CDP","Sub-County Place","2012","Annual","N","Final","400","400","0","3"
"Spring Garden CDP","Sub-County Place","2012","Annual","N","Final","0","0","0","0"
"Spring Valley CDP","Sub-County Place","2012","Annual","N","Final","15200","13500","1700","10.9"
"Springville CDP","Sub-County Place","2012","Annual","N","Final","300","200","100","24"
"Squaw Valley CDP","Sub-County Place","2012","Annual","N","Final","800","600","200","21.2"
"Squirrel Mountain Valley CDP","Sub-County Place","2012","Annual","N","Final","200","200","0","0"
"Stallion Springs CDP","Sub-County Place","2012","Annual","N","Final","1500","1400","100","9.4"
"Stanton city","Sub-County Place","2012","Annual","N","Final","19000","17000","2000","10.5"
"Stockton city","Sub-County Place","2012","Annual","N","Final","127900","107800","20000","15.7"
"Stratford CDP","Sub-County Place","2012","Annual","N","Final","500","400","100","12.4"
"Strathmore CDP","Sub-County Place","2012","Annual","N","Final","1700","1200","500","28.2"
"Suisun City city","Sub-County Place","2012","Annual","N","Final","14000","12700","1300","9.5"
"Summerland CDP","Sub-County Place","2012","Annual","N","Final","900","800","100","10.8"
"Sunnyside Tahoe City CDP","Sub-County Place","2012","Annual","N","Final","1100","1000","100","11.2"
"Sunnyvale city","Sub-County Place","2012","Annual","N","Final","80200","74400","5800","7.2"
"Sunol CDP","Sub-County Place","2012","Annual","N","Final","500","500","0","2.1"
"Susanville city","Sub-County Place","2012","Annual","N","Final","4860","4110","750","15.5"
"Sutter CDP","Sub-County Place","2012","Annual","N","Final","1500","1200","300","17.2"
"Sutter Creek city","Sub-County Place","2012","Annual","N","Final","1070","1000","80","7.4"
"Taft city","Sub-County Place","2012","Annual","N","Final","3000","2800","300","8.8"
"Taft Heights CDP","Sub-County Place","2012","Annual","N","Final","1000","800","100","14.3"
"Taft Mosswood CDP","Sub-County Place","2012","Annual","N","Final","500","400","200","28.7"
"Tahoe Vista CDP","Sub-County Place","2012","Annual","N","Final","800","800","0","5.7"
"Tamalpais Homestead Valley CDP","Sub-County Place","2012","Annual","N","Final","6300","6000","300","5.2"
"Tara Hills CDP","Sub-County Place","2012","Annual","N","Final","2100","1800","300","15.8"
"Taylorsville CDP","Sub-County Place","2012","Annual","N","Final","110","110","0","0"
"Tecopa CDP","Sub-County Place","2012","Annual","N","Final","20","20","0","0"
"Tehachapi city","Sub-County Place","2012","Annual","N","Final","4300","3800","400","10.3"
"Tehama city","Sub-County Place","2012","Annual","N","Final","150","100","40","29.5"
"Temecula city","Sub-County Place","2012","Annual","N","Final","47600","43500","4100","8.6"
"Temple City city","Sub-County Place","2012","Annual","N","Final","17200","16000","1300","7.3"
"Templeton CDP","Sub-County Place","2012","Annual","N","Final","3800","3500","300","6.7"
"Terra Bella CDP","Sub-County Place","2012","Annual","N","Final","1500","1200","300","19.3"
"Thermalito CDP","Sub-County Place","2012","Annual","N","Final","2500","2000","500","18.4"
"Thousand Oaks city","Sub-County Place","2012","Annual","N","Final","68100","62000","6100","9"
"Thousand Palms CDP","Sub-County Place","2012","Annual","N","Final","3300","3000","300","9.4"
"Three Rivers CDP","Sub-County Place","2012","Annual","N","Final","1100","1000","100","6.2"
"Tipton CDP","Sub-County Place","2012","Annual","N","Final","900","700","100","13.3"
"Tobin CDP","Sub-County Place","2012","Annual","N","Final","0","0","0","0"
"Tomales CDP","Sub-County Place","2012","Annual","N","Final","200","200","0","8.4"
"Toro Canyon CDP","Sub-County Place","2012","Annual","N","Final","600","500","0","6.7"
"Torrance city","Sub-County Place","2012","Annual","N","Final","75200","69400","5800","7.8"
"Tracy city","Sub-County Place","2012","Annual","N","Final","41000","35900","5100","12.4"
"Tranquillity CDP","Sub-County Place","2012","Annual","N","Final","200","200","0","4.6"
"Traver CDP","Sub-County Place","2012","Annual","N","Final","600","500","100","19.9"
"Trinidad city","Sub-County Place","2012","Annual","N","Final","200","200","0","5.4"
"Truckee town","Sub-County Place","2012","Annual","N","Final","10060","9100","960","9.6"
"Tulare city","Sub-County Place","2012","Annual","N","Final","27100","23300","3800","14"
"Tuolumne City CDP","Sub-County Place","2012","Annual","N","Final","1000","870","130","13.3"
"Tupman CDP","Sub-County Place","2012","Annual","N","Final","100","100","0","15.1"
"Turlock city","Sub-County Place","2012","Annual","N","Final","33500","28900","4600","13.6"
"Tustin city","Sub-County Place","2012","Annual","N","Final","41200","38100","3100","7.5"
"Twain CDP","Sub-County Place","2012","Annual","N","Final","10","10","0","0"
"Twain Harte CDP","Sub-County Place","2012","Annual","N","Final","990","840","150","15"
"Twentynine Palms city","Sub-County Place","2012","Annual","N","Final","6700","5700","1000","14.8"
"Twin Lakes CDP","Sub-County Place","2012","Annual","N","Final","3300","2700","500","16.1"
"Ukiah city","Sub-County Place","2012","Annual","N","Final","7140","6070","1070","14.9"
"Union City city","Sub-County Place","2012","Annual","N","Final","35600","32800","2900","8"
"Upland city","Sub-County Place","2012","Annual","N","Final","36300","33100","3100","8.7"
"Upper Lake CDP","Sub-County Place","2012","Annual","N","Final","240","230","20","7.4"
"Vacaville city","Sub-County Place","2012","Annual","N","Final","43500","39700","3800","8.8"
"Valinda CDP","Sub-County Place","2012","Annual","N","Final","10000","9000","1000","10.2"
"Vallejo city","Sub-County Place","2012","Annual","N","Final","58400","50000","8500","14.5"
"Valle Vista CDP","Sub-County Place","2012","Annual","N","Final","6000","5300","700","11.4"
"Valley Acres CDP","Sub-County Place","2012","Annual","N","Final","300","200","0","4.6"
"Valley Center CDP","Sub-County Place","2012","Annual","N","Final","4800","4500","300","6.5"
"Valley Ranch CDP","Sub-County Place","2012","Annual","N","Final","50","50","0","0"
"Valley Springs CDP","Sub-County Place","2012","Annual","N","Final","1700","1440","260","15.2"
"Val Verde CDP","Sub-County Place","2012","Annual","N","Final","1300","1100","200","17.7"
"Vandenberg AFB CDP","Sub-County Place","2012","Annual","N","Final","900","800","0","4.6"
"Vandenberg Village CDP","Sub-County Place","2012","Annual","N","Final","3300","3000","400","11.2"
"Vernon city","Sub-County Place","2012","Annual","N","Final","100","100","0","6.1"
"Victorville city","Sub-County Place","2012","Annual","N","Final","43200","37800","5300","12.4"
"View Park Windsor Hills CDP","Sub-County Place","2012","Annual","N","Final","5600","5100","500","9.4"
"Villa Park city","Sub-County Place","2012","Annual","N","Final","3000","2700","200","7.3"
"Vine Hill CDP","Sub-County Place","2012","Annual","N","Final","2100","1700","400","17.1"
"Vineyard CDP","Sub-County Place","2012","Annual","N","Final","12500","11600","1000","7.7"
"Visalia city","Sub-County Place","2012","Annual","N","Final","60200","52200","8100","13.4"
"Vista city","Sub-County Place","2012","Annual","N","Final","42900","39400","3600","8.3"
"Walnut city","Sub-County Place","2012","Annual","N","Final","15200","14000","1200","8"
"Walnut Creek city","Sub-County Place","2012","Annual","N","Final","32000","30000","2000","6.3"
"Walnut Grove CDP","Sub-County Place","2012","Annual","N","Final","700","600","100","17.9"
"Walnut Park CDP","Sub-County Place","2012","Annual","N","Final","7100","6100","1000","13.6"
"Wasco city","Sub-County Place","2012","Annual","N","Final","8500","7000","1500","17.5"
"Waterford city","Sub-County Place","2012","Annual","N","Final","4100","3400","700","18"
"Watsonville city","Sub-County Place","2012","Annual","N","Final","25300","21500","3900","15.3"
"Weaverville CDP","Sub-County Place","2012","Annual","N","Final","1610","1500","110","7.1"
"Weed city","Sub-County Place","2012","Annual","N","Final","1430","1200","230","16.1"
"Weedpatch CDP","Sub-County Place","2012","Annual","N","Final","1200","1000","300","20.7"
"Weldon CDP","Sub-County Place","2012","Annual","N","Final","800","700","100","14.9"
"West Athens CDP","Sub-County Place","2012","Annual","N","Final","4000","3600","400","10.8"
"West Bishop CDP","Sub-County Place","2012","Annual","N","Final","1450","1370","80","5.6"
"West Carson CDP","Sub-County Place","2012","Annual","N","Final","10800","9500","1300","11.9"
"West Covina city","Sub-County Place","2012","Annual","N","Final","53500","46300","7100","13.3"
"West Hollywood city","Sub-County Place","2012","Annual","N","Final","24500","22200","2200","9.2"
"Westlake Village city","Sub-County Place","2012","Annual","N","Final","4100","3700","400","10.1"
"West Menlo Park CDP","Sub-County Place","2012","Annual","N","Final","2000","2000","100","3.3"
"Westminster city","Sub-County Place","2012","Annual","N","Final","43100","38400","4700","10.9"
"West Modesto CDP","Sub-County Place","2012","Annual","N","Final","2400","1700","700","29.6"
"Westmont CDP","Sub-County Place","2012","Annual","N","Final","13000","11000","2000","15.4"
"Westmorland city","Sub-County Place","2012","Annual","N","Final","900","600","300","28.4"
"West Point CDP","Sub-County Place","2012","Annual","N","Final","300","250","50","17.6"
"West Puente Valley CDP","Sub-County Place","2012","Annual","N","Final","10500","9100","1500","13.9"
"West Sacramento city","Sub-County Place","2012","Annual","N","Final","24600","21600","3100","12.5"
"West Whittier Los Nietos CDP","Sub-County Place","2012","Annual","N","Final","12000","10500","1500","12.4"
"Westwood CDP","Sub-County Place","2012","Annual","N","Final","620","460","170","27"
"Wheatland city","Sub-County Place","2012","Annual","N","Final","1600","1400","300","17"
"Whitehawk CDP","Sub-County Place","2012","Annual","N","Final","30","30","0","0"
"Whittier city","Sub-County Place","2012","Annual","N","Final","41800","38200","3700","8.7"
"Wildomar city","Sub-County Place","2012","Annual","N","Final","15400","13600","1800","11.9"
"Wilkerson CDP","Sub-County Place","2012","Annual","N","Final","330","330","0","0"
"Williams city","Sub-County Place","2012","Annual","N","Final","2990","2220","760","25.6"
"Willits city","Sub-County Place","2012","Annual","N","Final","2230","2040","180","8.1"
"Willowbrook CDP","Sub-County Place","2012","Annual","N","Final","7700","6400","1400","17.8"
"Willow Creek CDP","Sub-County Place","2012","Annual","N","Final","600","500","100","9.8"
"Willows city","Sub-County Place","2012","Annual","N","Final","3020","2540","480","16"
"Wilton CDP","Sub-County Place","2012","Annual","N","Final","1700","1500","100","8.6"
"Winchester CDP","Sub-County Place","2012","Annual","N","Final","1300","1200","100","8"
"Windsor town","Sub-County Place","2012","Annual","N","Final","13300","12200","1000","7.8"
"Winters city","Sub-County Place","2012","Annual","N","Final","3700","3400","400","9.7"
"Winton CDP","Sub-County Place","2012","Annual","N","Final","5000","4000","1000","19.6"
"Wofford Heights CDP","Sub-County Place","2012","Annual","N","Final","600","500","100","11.3"
"Woodcrest CDP","Sub-County Place","2012","Annual","N","Final","7700","7000","700","8.7"
"Woodlake city","Sub-County Place","2012","Annual","N","Final","3400","2700","700","20.7"
"Woodland city","Sub-County Place","2012","Annual","N","Final","28900","25600","3300","11.4"
